Accession	Main product	Biosynthetic class	Organism
BGC0000984	delftibactin A, delftibactin B	Polyketide	Delftia acidovorans SPH-1
BGC0001906	naphthalene	Polyketide	Daldinia eschscholzii IFB-TL01
BGC0001907	chromane	Polyketide	Daldinia eschscholzii IFB-TL01
BGC0000165	tiacumicin B	Modular type I polyketide	Dactylosporangium aurantiacum subsp. hamdenensis
BGC0000216	dactylocycline A	Polyketide	Dactylosporangium sp. SC14051
BGC0001417	myxochromide D	Cyclic depsipeptide	Cystobacterineae bacterium
BGC0001417	myxochromide D	Iterative type I polyketide	Cystobacterineae bacterium
BGC0001964	alkylpyrone-407, alkylpyrone-393	Polyketide	Cystobacterineae bacterium
BGC0000335	cystomanamide A, cystomanamide B, cystomanamide C, cystomanamide D	NRP	Cystobacter fuscus
BGC0000982	cystothiazole A	NRP	Cystobacter fuscus
BGC0000982	cystothiazole A	Polyketide	Cystobacter fuscus
BGC0001344	tubulysin A, tubulysin B, tubulysin C, tubulysin D, tubulysin E, tubulysin F, tubulysin G, tubulysin H, tubulysin I	NRP	Cystobacter sp. SBCb004
BGC0001344	tubulysin A, tubulysin B, tubulysin C, tubulysin D, tubulysin E, tubulysin F, tubulysin G, tubulysin H, tubulysin I	Polyketide	Cystobacter sp. SBCb004
BGC0001413	cystobactamide	NRP	Cystobacter sp. Cbv34
BGC0001822	vioprolide A	NRP	Cystobacter sp.
BGC0001943	vioprolides A, vioprolides B, vioprolides C, vioprolides D	NRP	Cystobacter sp.
BGC0001950	puwainaphycin F, minutissamide A	NRP	Cylindrospermum moravicum CCALA 993
BGC0001064	cylindrocyclophane D, cylindrocyclophane E, cylindrocyclophane F	Modular type I polyketide	Cylindrospermum licheniforme UTEX B 2014
BGC0001064	cylindrocyclophane D, cylindrocyclophane E, cylindrocyclophane F	Type III polyketide	Cylindrospermum licheniforme UTEX B 2014
BGC0001566	cylindrocyclophane	Polyketide	Cylindrospermum licheniforme UTEX B 2014
BGC0001125	puwainaphycin A, puwainaphycin B, puwainaphycin C, puwainaphycin D	NRP	Cylindrospermum alatosporum CCALA 988
BGC0001125	puwainaphycin A, puwainaphycin B, puwainaphycin C, puwainaphycin D	Polyketide	Cylindrospermum alatosporum CCALA 988
BGC0001951	puwainaphycin F, minutissamide A	NRP	Cylindrospermum alatosporum CCALA 994
BGC0000978	cylindrospermopsin	NRP	Cylindrospermopsis raciborskii AWT205
BGC0000978	cylindrospermopsin	Alkaloid	Cylindrospermopsis raciborskii AWT205
BGC0000978	cylindrospermopsin	Modular type I polyketide	Cylindrospermopsis raciborskii AWT205
BGC0000188	saxitoxin, neosaxitoxin, decarbamoylsaxitoxin, gonyautoxin 3, gonyautoxin 2	Alkaloid	Cylindrospermopsis raciborskii T3
BGC0000928	T3 toxin	Other	Cylindrospermopsis raciborskii T3
BGC0001164	1-heptadecene	Modular type I polyketide	Cyanothece sp. PCC 7822
BGC0001962	hierridin B, hierridin C	Polyketide	Cyanobium sp. LEGE 06113
BGC0001564	cusperin	NRP	Cuspidothrix issatschenkoi CHARLIE-1
BGC0001564	cusperin	Polyketide	Cuspidothrix issatschenkoi CHARLIE-1
BGC0001636	KK-1	NRP	Curvularia clavata
BGC0001189	taiwachelin	NRP	Cupriavidus taiwanensis LMG 19424
BGC0000330	cupriachelin	NRP siderophore	Cupriavidus necator H16
BGC0001315	cucurbitacin	Terpene	Cucumis sativus
BGC0000791	O-antigen	Saccharide	Cronobacter sakazakii
BGC0001491	67-121C	Polyketide	Couchioplanes caeruleus subsp. caeruleus
BGC0001174	corynazolicin	LAP	Corynebacterium urealyticum DSM 7111
BGC0000637	carotenoid	Terpene	Corynebacterium glutamicum
BGC0001218	fumosorinone	NRP	Cordyceps fumosorosea
BGC0001218	fumosorinone	Polyketide	Cordyceps fumosorosea
BGC0001775	sespendole	Terpene	Cordana terrestris
BGC0001091	corallopyronin	NRP	Corallococcus coralloides
BGC0001091	corallopyronin	Polyketide	Corallococcus coralloides
BGC0001737	phenalamide	NRP	Corallococcus coralloides
BGC0001737	phenalamide	Polyketide	Corallococcus coralloides
BGC0000321	chaetocin	NRP	Collariella virescens
BGC0001563	curvupallide-B	NRP	Cochliobolus pallescens
BGC0001563	curvupallide-B	Polyketide	Cochliobolus pallescens
BGC0001170	clostridiolysin S	LAP	Clostridium sporogenes ATCC 15579
BGC0000564	clostridiolysin S	LAP	Clostridium botulinum A str. ATCC 3502
BGC0000488	circularin A	Head-to-tail cyclized peptide	Clostridium beijerinckii
BGC0001686	N-octanoyl-Met-Phe-H	NRP	Clostridium sp. CAG:567
BGC0001365	clapurines	NRP	Claviceps purpurea 20.1
BGC0001886	secalonic acids	Polyketide	Claviceps purpurea 20.1
BGC0001241	ergotamine	Terpene	Claviceps fusiformis
BGC0001267	lysergic acid, elymoclavine	Terpene	Claviceps fusiformis
BGC0001573	dihydrolysergic acid	Alkaloid	Claviceps africana
BGC0000528	michiganin A	Lanthipeptide	Clavibacter michiganensis subsp. michiganensis NCPPB 382
BGC0001489	6-hydroxymellein	Polyketide	Cladonia uncialis subsp. uncialis
BGC0001266	grayanic acid	Polyketide	Cladonia grayi
BGC0000829	violacein	Alkaloid	Chromobacterium violaceum
BGC0000993	FR901228	Cyclic depsipeptide	Chromobacterium violaceum
BGC0000993	FR901228	Modular type I polyketide	Chromobacterium violaceum
BGC0000954	ajudazol A	NRP	Chondromyces crocatus
BGC0000954	ajudazol A	Modular type I polyketide	Chondromyces crocatus
BGC0000969	chondramide A	Cyclic depsipeptide	Chondromyces crocatus
BGC0000969	chondramide A	Modular type I polyketide	Chondromyces crocatus
BGC0000970	chondrochloren A	NRP	Chondromyces crocatus
BGC0000970	chondrochloren A	Modular type I polyketide	Chondromyces crocatus
BGC0000974	crocacin	NRP	Chondromyces crocatus
BGC0000974	crocacin	Polyketide	Chondromyces crocatus
BGC0001342	Cmc-thuggacin A, Cmc-thuggacin B	NRP	Chondromyces crocatus
BGC0001342	Cmc-thuggacin A, Cmc-thuggacin B	Polyketide	Chondromyces crocatus
BGC0001559	crocagin A, crocagin B	RiPP	Chondromyces crocatus
BGC0000178	elansolid A1	Trans-AT type I polyketide	Chitinophaga sancti
BGC0000839	flexirubin	Other	Chitinophaga pinensis DSM 2588
BGC0001392	pinensins	RiPP	Chitinophaga pinensis DSM 2588
BGC0001793	swainsonine	Polyketide	Chaetothyriaceae sp.
BGC0001182	chaetoglobosins	NRP	Chaetomium globosum CBS 148.51
BGC0001182	chaetoglobosins	Iterative type I polyketide	Chaetomium globosum CBS 148.51
BGC0001219	shanorellin	Polyketide	Chaetomium globosum CBS 148.51
BGC0001405	chaetoviridin E, 11-epichaetomugilin A	Polyketide	Chaetomium globosum CBS 148.51
BGC0001542	cercosporin	Polyketide	Cercospora zeina
BGC0001541	cercosporin	Polyketide	Cercospora beticola
BGC0000574	caulosegnin I, caulosegnin II, caulosegnin III	Lassopeptide	Caulobacter segnis ATCC 21756
BGC0000573	caulonodin I, caulonodin II	Lassopeptide	Caulobacter sp. K31
BGC0000501	catenulipeptin	Lanthipeptide	Catenulispora acidiphila DSM 44928
BGC0001154	cacibiocin B	Other	Catenulispora acidiphila DSM 44928
BGC0001963	catenulisporolides	NRP	Catenulispora sp.
BGC0001963	catenulisporolides	Polyketide	Catenulispora sp.
BGC0000487	carnocyclin	Head-to-tail cyclized peptide	Carnobacterium maltaromaticum
BGC0000500	carnolysin A1, carnolysin A2	Lanthipeptide	Carnobacterium maltaromaticum
BGC0001742	piericidin A1	Polyketide	Candidatus Streptomyces philanthi bv. triangulum
BGC0001186	misakinolide A	Polyketide	Candidatus Entotheonella serta
BGC0001800	theonellamide	NRP	Candidatus Entotheonella serta
BGC0001800	theonellamide	Polyketide	Candidatus Entotheonella serta
BGC0001938	entotheonella	Polyketide	Candidatus Entotheonella serta
BGC0000174	bryostatin	Polyketide	Candidatus Endobugula sertula
BGC0000205	bryostatin	Polyketide	Candidatus Endobugula sertula
BGC0001451	FR900359	NRP	Candidatus Burkholderia crenata
BGC0000770	lipo-oligosaccharide	Saccharide	Campylobacter jejuni
BGC0001866	viriditoxin	Polyketide	Byssochlamys spectabilis
BGC0002030	viriditoxin	Polyketide	Byssochlamys spectabilis
BGC0001340	byssochlamic acid	Iterative type I polyketide	Byssochlamys fulva
BGC0000486	butyrivibriocin AR10	Head-to-tail cyclized peptide	Butyrivibrio fibrisolvens
BGC0000499	butyrivibriocin OR79	Lanthipeptide	Butyrivibrio fibrisolvens
BGC0001114	thailanstatin A	NRP	Burkholderia thailandensis
BGC0001114	thailanstatin A	Polyketide	Burkholderia thailandensis
BGC0000186	thailandamide, thailandamide lactone	NRP	Burkholderia thailandensis E264
BGC0000186	thailandamide, thailandamide lactone	Modular type I polyketide	Burkholderia thailandensis E264
BGC0000386	malleobactin A, malleobactin B, malleobactin C, malleobactin D	NRP siderophore	Burkholderia thailandensis E264
BGC0000961	bactobolin	NRP	Burkholderia thailandensis E264
BGC0000961	bactobolin	Polyketide	Burkholderia thailandensis E264
BGC0000964	burkholdac A	Cyclic depsipeptide	Burkholderia thailandensis E264
BGC0000964	burkholdac A	Trans-AT type I polyketide	Burkholderia thailandensis E264
BGC0001102	malleilactone	Beta-lactam	Burkholderia thailandensis E264
BGC0001102	malleilactone	Modular type I polyketide	Burkholderia thailandensis E264
BGC0001120	burkholderic acid	NRP	Burkholderia thailandensis E264
BGC0001120	burkholderic acid	Modular type I polyketide	Burkholderia thailandensis E264
BGC0000572	capistruin	Lassopeptide	Burkholderia thailandensis E444
BGC0001711	occidiofungin A	NRP	Burkholderia pyrrocinia
BGC0001711	occidiofungin A	Polyketide	Burkholderia pyrrocinia
BGC0000782	O-antigen	Saccharide	Burkholderia pseudomallei 1026b
BGC0001588	exopolysaccharides	Saccharide	Burkholderia pseudomallei 1026b
BGC0000785	O-antigen	Saccharide	Burkholderia mallei
BGC0000929	xanthothricin	Other	Burkholderia glumae
BGC0000173	isobongkrekic acid, bongkrekic acid	Modular type I polyketide	Burkholderia gladioli
BGC0001646	lagriamide	Polyketide	Burkholderia gladioli
BGC0001833	icosalide A, icosalide B	Lipopeptide	Burkholderia gladioli
BGC0001946	lagriamide	NRP	Burkholderia gladioli
BGC0001946	lagriamide	Polyketide	Burkholderia gladioli
BGC0000892	caryoynencin	Other	Burkholderia gladioli BSR3
BGC0001721	ornibactin	NRP	Burkholderia cepacia
BGC0001599	fragin	NRP	Burkholderia cenocepacia H111
BGC0001900	fragin	NRP	Burkholderia cenocepacia H111
BGC0001589	exopolysaccharides	Saccharide	Burkholderia cenocepacia J2315
BGC0001094	enacyloxin IIa	NRP	Burkholderia ambifaria AMMD
BGC0001094	enacyloxin IIa	Polyketide	Burkholderia ambifaria AMMD
BGC0001897	cepacin A	Polyketide	Burkholderia ambifaria IOP40-10
BGC0001113	spliceostatin, FR901464	NRP	Burkholderia sp. FERM BP-3421
BGC0001113	spliceostatin, FR901464	Polyketide	Burkholderia sp. FERM BP-3421
BGC0000866	polyhydroxyalkanoate	Other	Burkholderia sp. DSM 9242
BGC0000772	lipopolysaccharide	Saccharide	Brucella melitensis
BGC0000643	carotenoid	Terpene	Brevundimonas vesicularis
BGC0000634	carotenoid	Terpene	Brevundimonas sp. SD212
BGC0000636	carotenoid	Terpene	Brevibacterium linens
BGC0001532	bogorol A	NRP	Brevibacillus laterosporus
BGC0001536	brevicidine	NRP	Brevibacillus laterosporus
BGC0001796	tauramamide	NRP	Brevibacillus laterosporus DSM 25
BGC0000172	basiliskamide A, basiliskamide B	Polyketide	Brevibacillus laterosporus PE36
BGC0000367	gramicidin	NRP	Brevibacillus brevis NBRC 100599
BGC0000452	tyrocidine	NRP	Brevibacillus brevis NBRC 100599
BGC0001469	marthiapeptide A	NRP	Brevibacillus sp. Leaf182
BGC0001470	macrobrevin	Trans-AT type I polyketide	Brevibacillus sp. Leaf182
BGC0001680	N-acyl alanine	Other	Bradyrhizobiaceae bacterium SG-6C
BGC0000631	botrydial	Terpene	Botrytis cinerea B05.10
BGC0001892	botcinic acid	Polyketide	Botrytis cinerea B05.10
BGC0001893	abscisic acid	Other	Botrytis cinerea B05.10
BGC0001701	nisin O	RiPP	Blautia obeum
BGC0001265	melanin	Polyketide	Bipolaris oryzae
BGC0001565	cyclosporin C	NRP	Beauveria felina
BGC0000312	bassianolide	NRP	Beauveria bassiana
BGC0000313	beauvericin	NRP	Beauveria bassiana
BGC0001049	tenellin	NRP	Beauveria bassiana
BGC0001049	tenellin	Iterative type I polyketide	Beauveria bassiana
BGC0001136	desmethylbassianin	NRP	Beauveria bassiana
BGC0001136	desmethylbassianin	Iterative type I polyketide	Beauveria bassiana
BGC0001720	oosporein	Polyketide	Beauveria bassiana ARSEF 2860
BGC0001654	lipooligosaccharide	Saccharide	Bacteroides thetaiotaomicron VPI-5482
BGC0001410	polysaccharide A	Saccharide	Bacteroides fragilis
BGC0001411	polysaccharide B	Saccharide	Bacteroides fragilis
BGC0001412	polysaccharide C	Saccharide	Bacteroides fragilis
BGC0001681	N-acyl glycine	Other	Bacteroides fragilis 638R
BGC0000948	α-galactosylceramide	Other	Bacteroides fragilis NCTC 9343
BGC0000176	difficidin	Polyketide	Bacillus velezensis FZB42
BGC0000176	difficidin	NRP	Bacillus velezensis FZB42
BGC0000181	macrolactin H	Polyketide	Bacillus velezensis FZB42
BGC0000433	surfactin	Lipopeptide	Bacillus velezensis FZB42
BGC0000569	plantazolicin	LAP	Bacillus velezensis FZB42
BGC0000616	amylocyclicin	Head-to-tail cyclized peptide	Bacillus velezensis FZB42
BGC0001089	bacillaene	Polyketide	Bacillus velezensis FZB42
BGC0001089	bacillaene	NRP	Bacillus velezensis FZB42
BGC0001090	bacillomycin D	Polyketide	Bacillus velezensis FZB42
BGC0001090	bacillomycin D	Lipopeptide	Bacillus velezensis FZB42
BGC0001095	fengycin	NRP	Bacillus velezensis FZB42
BGC0001184	bacilysin	Other	Bacillus velezensis FZB42
BGC0001185	bacillibactin	NRP siderophore	Bacillus velezensis FZB42
BGC0000599	thuricin CD α, thuricin CD β	Sactipeptide	Bacillus thuringiensis
BGC0000600	thurincin H	RiPP	Bacillus thuringiensis
BGC0000626	thuricin	RiPP	Bacillus thuringiensis
BGC0001809	trans-aconitic acid	Other	Bacillus thuringiensis serovar chinensis CT-43
BGC0001887	huazacin	RiPP	Bacillus thuringiensis serovar huazhongensis BGSC 4BD1
BGC0001391	thusin	RiPP	Bacillus thuringiensis serovar rongseni
BGC0000511	ericin S	Lanthipeptide	Bacillus subtilis
BGC0000560	subtilomycin	Lanthipeptide	Bacillus subtilis
BGC0001005	locillomycin	NRP	Bacillus subtilis
BGC0001005	locillomycin	Polyketide	Bacillus subtilis
BGC0001098	iturin	NRP	Bacillus subtilis
BGC0001098	iturin	Polyketide	Bacillus subtilis
BGC0001520	aurantinin B, aurantinin C, aurantinin D	Polyketide	Bacillus subtilis
BGC0000506	entianin	Lanthipeptide	Bacillus subtilis subsp. spizizenii
BGC0000559	subtilin	Lanthipeptide	Bacillus subtilis subsp. spizizenii ATCC 6633
BGC0000602	subtilosin A	Thiopeptide	Bacillus subtilis subsp. spizizenii ATCC 6633
BGC0000926	rhizocticin A	Other	Bacillus subtilis subsp. spizizenii ATCC 6633
BGC0001103	mycosubtilin	NRP	Bacillus subtilis subsp. spizizenii ATCC 6633
BGC0001103	mycosubtilin	Polyketide	Bacillus subtilis subsp. spizizenii ATCC 6633
BGC0000407	plipastatin	NRP	Bacillus subtilis subsp. subtilis
BGC0000309	bacillibactin	NRP	Bacillus subtilis subsp. subtilis str. 168
BGC0000558	sublancin 168	Lanthipeptide	Bacillus subtilis subsp. subtilis str. 168
BGC0000601	sporulation killing factor	Head-to-tail cyclized peptide	Bacillus subtilis subsp. subtilis str. 168
BGC0000868	teichuronic acid	Other	Bacillus subtilis subsp. subtilis str. 168
BGC0001173	plantazolicin	LAP	Bacillus pumilus ATCC 7061
BGC0001210	pseudomycoicidin	RiPP	Bacillus pseudomycoides DSM 12442
BGC0001863	bacillicn CER074	Terpene	Bacillus mycoides
BGC0001863	bacillicn CER074	Glycocin	Bacillus mycoides
BGC0000622	megacin	RiPP	Bacillus megaterium
BGC0001725	oxetanocin A	Other	Bacillus megaterium
BGC0000310	bacitracin	NRP	Bacillus licheniformis
BGC0000525	lichenicidin VK21 A1, lichenicidin VK21 A2	Lanthipeptide	Bacillus licheniformis
BGC0000381	lichenysin	NRP	Bacillus licheniformis DSM 13 = ATCC 14580
BGC0000517	haloduracin β, haloduracin α	Lanthipeptide	Bacillus halodurans C-125
BGC0000617	coagulin	RiPP	Bacillus coagulans
BGC0000693	butirosin A, butirosin B	Saccharide	Bacillus circulans
BGC0000694	butirosin	Saccharide	Bacillus circulans
BGC0001715	octapeptin C4	NRP	Bacillus circulans
BGC0000320	cereulide	Cyclic depsipeptide	Bacillus cereus
BGC0000502	cerecidin, cerecidin A1, cerecidin A2, cerecidin A3, cerecidin A4, cerecidin A5, cerecidin A6, cerecidin A7	Lanthipeptide	Bacillus cereus
BGC0000920	polyhydroxyalkanoates	Other	Bacillus cereus
BGC0001059	zwittermicin A	NRP	Bacillus cereus
BGC0001059	zwittermicin A	Polyketide	Bacillus cereus
BGC0000612	thiocillin I	Thiopeptide	Bacillus cereus ATCC 14579
BGC0001861	bacillicin BAG2O	Glycocin	Bacillus cereus BAG2O-1
BGC0001407	bicereucin	RiPP	Bacillus cereus SJ1
BGC0000942	petrobactin	Other	Bacillus anthracis str. Ames
BGC0000377	koranimine	NRP	Bacillus sp. NK2003
BGC0000527	mersacidin	Lanthipeptide	Bacillus sp. HIL-Y85/54728
BGC0000888	bacilysin	Other	Bacillus sp. CS93
BGC0001683	N-acyl serinol	Other	Bacillus sp. 2_A_57_CT2
BGC0000284	phenolic lipids	Polyketide	Azotobacter vinelandii DJ
BGC0002001	crochelin A	NRP	Azotobacter chroococcum NCIMB 8003
BGC0002001	crochelin A	Polyketide	Azotobacter chroococcum NCIMB 8003
BGC0000754	capsular polysaccharide	Saccharide	Avibacterium paragallinarum
BGC0000756	capsular polysaccharide	Saccharide	Avibacterium paragallinarum
BGC0000757	capsular polysaccharide	Saccharide	Avibacterium paragallinarum
BGC0000755	capsular polysaccharide	Saccharide	Avibacterium paragallinarum 221
BGC0000307	AbT1	NRP	Aureobasidium pullulans
BGC0000570	astexin-1	Lassopeptide	Asticcacaulis excentricus CB 48
BGC0000818	notoamide A	NRP	Aspergillus versicolor
BGC0000045	dehydrocurvularin	Polyketide	Aspergillus terreus
BGC0000088	monacolin K	Polyketide	Aspergillus terreus
BGC0001276	6-methylsalicyclic acid	Polyketide	Aspergillus terreus
BGC0000160	terreic acid	Polyketide	Aspergillus terreus NIH2624
BGC0000161	isoterrein	Iterative type I polyketide	Aspergillus terreus NIH2624
BGC0000292	acetylaranotin	NRP	Aspergillus terreus NIH2624
BGC0000682	terretonin	Terpene	Aspergillus terreus NIH2624
BGC0001122	dihydroisoflavipucine, isoflavipucine	NRP	Aspergillus terreus NIH2624
BGC0001122	dihydroisoflavipucine, isoflavipucine	Iterative type I polyketide	Aspergillus terreus NIH2624
BGC0001400	citreoviridin	Polyketide	Aspergillus terreus NIH2624
BGC0001475	aspterric acid	Polyketide	Aspergillus terreus NIH2624
BGC0001517	asperphenamate	NRP	Aspergillus terreus NIH2624
BGC0001712	ochrindole A	Other	Aspergillus steynii IBT 23096
BGC0001547	citreohybridonol	Terpene	Aspergillus stellatus
BGC0000005	aflatoxin	Polyketide	Aspergillus parasiticus
BGC0000004	aflatoxin G1	Polyketide	Aspergillus oryzae
BGC0000900	ferrichrome	Other	Aspergillus oryzae
BGC0000977	cyclopiazonic acid	NRP	Aspergillus oryzae
BGC0000977	cyclopiazonic acid	Polyketide	Aspergillus oryzae
BGC0001123	aspirochlorine	NRP	Aspergillus oryzae RIB40
BGC0001518	astellolide A	Terpene	Aspergillus oryzae RIB40
BGC0001995	heptelidic acid	Terpene	Aspergillus oryzae RIB40
BGC0001996	oryzine A, oryzine B	Other	Aspergillus oryzae RIB40
BGC0001273	asperlactone	Polyketide	Aspergillus ochraceus
BGC0000011	sterigmatocystin	Polyketide	Aspergillus ochraceoroseus
BGC0001708	novofumigatonin	Polyketide	Aspergillus novofumigatus IBT 16806
BGC0001708	novofumigatonin	Terpene	Aspergillus novofumigatus IBT 16806
BGC0001988	neosartorin	Polyketide	Aspergillus novofumigatus IBT 16806
BGC0000009	aflatoxin	Polyketide	Aspergillus nomius
BGC0000156	TAN-1612, 1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione, desmethyl TAN-1612	Iterative type I polyketide	Aspergillus niger
BGC0000901	ferrichrome	Other	Aspergillus niger
BGC0000170	yanuthone D	Polyketide	Aspergillus niger ATCC 1015
BGC0001124	pyranonigrin E	Polyketide	Aspergillus niger ATCC 1015
BGC0001143	azanigerone A	Polyketide	Aspergillus niger ATCC 1015
BGC0000013	alternariol	Polyketide	Aspergillus nidulans FGSC A4
BGC0000022	asperfuranone	Polyketide	Aspergillus nidulans FGSC A4
BGC0000037	cichorine	Polyketide	Aspergillus nidulans FGSC A4
BGC0000057	F9775A, F9775B, orsellinic acid	Iterative type I polyketide	Aspergillus nidulans FGSC A4
BGC0000101	emodin, monodictyphenone, shamixanthone	Iterative type I polyketide	Aspergillus nidulans FGSC A4
BGC0000107	naphthopyrone	Polyketide	Aspergillus nidulans FGSC A4
BGC0000152	sterigmatocystin	Polyketide	Aspergillus nidulans
BGC0001238	biotin	Other	Aspergillus nidulans
BGC0001239	biotin	Other	Aspergillus nidulans
BGC0000442	terrequinone A	NRP	Aspergillus nidulans FGSC A4
BGC0000673	pimara-8(14),15-diene	Terpene	Aspergillus nidulans FGSC A4
BGC0000684	asperthecin	Terpene	Aspergillus nidulans FGSC A4
BGC0000959	aspyridone A	NRP	Aspergillus nidulans FGSC A4
BGC0000959	aspyridone A	Iterative type I polyketide	Aspergillus nidulans FGSC A4
BGC0001290	emericellamide A, emericellamide B	NRP	Aspergillus nidulans FGSC A4
BGC0001399	fellutamide B	NRP	Aspergillus nidulans FGSC A4
BGC0001515	aspercryptins	NRP	Aspergillus nidulans FGSC A4
BGC0001668	EQ-4	NRP	Aspergillus nidulans FGSC A4
BGC0001679	N-Acetyltryptophan	NRP	Aspergillus nidulans FGSC A4
BGC0001699	nidulanin A	Polyketide	Aspergillus nidulans FGSC A4
BGC0001722	aspernidine A	Polyketide	Aspergillus nidulans FGSC A4
BGC0001998	aspernidgulene A1, aspernidgulene A2, aspernidgulene B1	Polyketide	Aspergillus nidulans FGSC A4
BGC0001371	echinocandin B	NRP	Aspergillus nidulans NRRL 8112
BGC0001220	aculeacin A	NRP	Aspergillus japonicus
BGC0001616	himeic acid A	NRP	Aspergillus japonicus
BGC0001616	himeic acid A	Polyketide	Aspergillus japonicus
BGC0000129	pyripyropene A	Polyketide	Aspergillus fumigatus Af293
BGC0000356	verruculogen, fumitremorgin B, fumitremorgin c, tryprostatin A, tryprostatin B, demethoxyfumitremorgin C, brevianamide F	NRP	Aspergillus fumigatus
BGC0000356	verruculogen, fumitremorgin B, fumitremorgin c, tryprostatin A, tryprostatin B, demethoxyfumitremorgin C, brevianamide F	Alkaloid	Aspergillus fumigatus
BGC0000355	fumiquinazoline A, fumiquinazoline C, fumiquinazoline D	NRP	Aspergillus fumigatus Af293
BGC0000361	gliotoxin, bisdethiobis(methylthio)gliotoxin	NRP	Aspergillus fumigatus Af293
BGC0000372	hexadehydroastechrome, terezine-D, astechrome	NRP	Aspergillus fumigatus Af293
BGC0000686	helvolic acid	Terpene	Aspergillus fumigatus Af293
BGC0000811	fumigaclavine C	Alkaloid	Aspergillus fumigatus Af293
BGC0001037	pseurotin, azaspirene	NRP	Aspergillus fumigatus Af293
BGC0001037	pseurotin, azaspirene	Iterative type I polyketide	Aspergillus fumigatus Af293
BGC0001067	fumagillin, β-trans-bergamotene, fumagillol	Terpene	Aspergillus fumigatus Af293
BGC0001067	fumagillin, β-trans-bergamotene, fumagillol	Iterative type I polyketide	Aspergillus fumigatus Af293
BGC0001118	endocrocin	Iterative type I polyketide	Aspergillus fumigatus Af293
BGC0001403	trypacidin	Polyketide	Aspergillus fumigatus Af293
BGC0001990	xanthocillin	Other	Aspergillus fumigatus Af293
BGC0000006	aflatoxin	Polyketide	Aspergillus flavus
BGC0000007	aflatoxin	Polyketide	Aspergillus flavus
BGC0000008	aflatoxin	Polyketide	Aspergillus flavus
BGC0000010	aflatoxin	Polyketide	Aspergillus flavus
BGC0001874	cyclopiazonic acid	NRP	Aspergillus flavus
BGC0001874	cyclopiazonic acid	Polyketide	Aspergillus flavus
BGC0000627	ustiloxin B	Thiopeptide	Aspergillus flavus NRRL3357
BGC0001304	aflavarin	Polyketide	Aspergillus flavus NRRL3357
BGC0001306	asperipin 2a	RiPP	Aspergillus flavus NRRL3357
BGC0001445	leporin B	NRP	Aspergillus flavus NRRL3357
BGC0001445	leporin B	Iterative type I polyketide	Aspergillus flavus NRRL3357
BGC0001446	asparasone A	Iterative type I polyketide	Aspergillus flavus NRRL3357
BGC0001516	aspergillic acid	NRP	Aspergillus flavus NRRL3357
BGC0001621	imizoquin A, imizoquin B, imizoquin C, imizoquin D, TMC-2A, TMC-2B	NRP	Aspergillus flavus NRRL3357
BGC0000293	acetylaszonalenin	NRP	Aspergillus fischeri NRRL 181
BGC0000983	cytochalasin E, cytochalasin K	NRP	Aspergillus clavatus NRRL 1
BGC0000983	cytochalasin E, cytochalasin K	Iterative type I polyketide	Aspergillus clavatus NRRL 1
BGC0001544	chlorflavonin	NRP	Aspergillus campestris IBT 28561
BGC0001544	chlorflavonin	Polyketide	Aspergillus campestris IBT 28561
BGC0001718	okaramine D	NRP	Aspergillus aculeatus ATCC 16872
BGC0001839	squalestatin S1	Terpene	Aspergillus sp. Z5
BGC0001084	notoamide A	NRP	Aspergillus sp. MF297-2
BGC0001084	notoamide A	Terpene	Aspergillus sp. MF297-2
BGC0001084	notoamide A	Alkaloid	Aspergillus sp. MF297-2
BGC0001857	burnettramic acid A	Alkaloid	Aspergillus sp. CLMG-2019a
BGC0001857	burnettramic acid A	Iterative type I polyketide	Aspergillus sp. CLMG-2019a
BGC0001978	burnettramic acid	Polyketide	Aspergillus sp. CLMG-2019a
BGC0001978	burnettramic acid	NRP	Aspergillus sp. CLMG-2019a
BGC0000069	gephyronic acid	Polyketide	Archangium violaceum Cb vi76
BGC0001053	tubulysin A	NRP	Archangium disciforme
BGC0001053	tubulysin A	Polyketide	Archangium disciforme
BGC0000669	marneral	Terpene	Arabidopsis thaliana
BGC0000670	thalianol, thaliandiol	Terpene	Arabidopsis thaliana
BGC0001313	arabidiol-baruol	Terpene	Arabidopsis thaliana
BGC0001314	tirucalla	Terpene	Arabidopsis thaliana
BGC0001756	retigeranin, arathanatriene	Terpene	Arabidopsis thaliana
BGC0000980	cylindrospermopsin	NRP	Aphanizomenon sp. 22D11
BGC0000980	cylindrospermopsin	Polyketide	Aphanizomenon sp. 22D11
BGC0000979	cylindrospermopsin	NRP	Aphanizomenon sp. 10E9
BGC0000979	cylindrospermopsin	Polyketide	Aphanizomenon sp. 10E9
BGC0000981	cylindrospermopsin	NRP	Aphanizomenon sp. 10E6
BGC0000981	cylindrospermopsin	Polyketide	Aphanizomenon sp. 10E6
BGC0000795	S-layer glycan	Saccharide	Aneurinibacillus thermoaerophilus
BGC0001952	minutissamide A, minutissamide C, minutissamide D	NRP	Anabaena minutissima UTEX B 1613
BGC0001953	puwainaphycin F, minutissamide A, minutissamide B, minutissamide C, minutissamide D	NRP	Anabaena sp. UHCC-0399
BGC0001772	scytophycin	Polyketide	Anabaena sp. UHCC 0451
